"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","id","celltype"
"ENSG000000624851",838.240356226084,-5.28165438634381,0.252041057693332,-20.9555317482051,1.67052876027362e-97,1.92013808987321e-95,"ENSG00000062485","endothelial cell"
"ENSG000001148671",1577.54201747381,-5.32336703940318,0.254593125121926,-20.9093118160743,4.40541031845352e-97,5.03120450215179e-95,"ENSG00000114867","endothelial cell"
"ENSG00000147421",1579.37228799839,2.95415101525574,0.141297360052455,20.9073334007023,4.5918957009641e-97,5.21077794957811e-95,"ENSG00000147421","endothelial cell"
"ENSG000000788081",938.697528875452,-4.37867372524506,0.209816089171052,-20.8691037114668,1.0223254300441e-96,1.15276897858643e-94,"ENSG00000078808","endothelial cell"
"ENSG000001886361",465.464381724401,-7.41691288816133,0.355438430592567,-20.8669413597068,1.0696238246131e-96,1.19851685907591e-94,"ENSG00000188636","endothelial cell"
"ENSG000001187051",1592.30660950022,-4.46755840758472,0.214306916524763,-20.8465432662249,1.63839706456381e-96,1.82435513139181e-94,"ENSG00000118705","endothelial cell"
"ENSG000000826412",1361.65294175722,-4.68087136588467,0.225514124332936,-20.7564443235232,1.07211941559189e-95,1.18639003156429e-93,"ENSG00000082641","endothelial cell"
"ENSG000002664121",738.687381998008,-3.69831987720564,0.178250997069936,-20.7478215437674,1.28273193615053e-95,1.41068840583074e-93,"ENSG00000266412","endothelial cell"
"ENSG000001437991",1200.97043047228,-4.80002952633186,0.231475414291093,-20.7366710673453,1.61738906344188e-95,1.76781616897426e-93,"ENSG00000143799","endothelial cell"
"ENSG00000162738",674.837795943823,-6.88345949154931,0.332233929714846,-20.7187131593012,2.34879289551687e-95,2.55159111137369e-93,"ENSG00000162738","endothelial cell"
"ENSG00000134247",1238.36363454654,-10.1529871039815,0.490232070634548,-20.7105730370508,2.78128323334926e-95,3.00311164153638e-93,"ENSG00000134247","endothelial cell"
"ENSG000001669631",1243.71615348241,-6.93021637559284,0.334809048185788,-20.6990116101857,3.53546621703641e-95,3.79444976642895e-93,"ENSG00000166963","endothelial cell"
"ENSG000001122761",571.411533814169,-6.568085385853,0.317600052367631,-20.6803661929194,5.20442950504802e-95,5.55222251867878e-93,"ENSG00000112276","endothelial cell"
"ENSG000002169371",1298.2866390876,5.87110793075546,0.283919684304774,20.6787632394417,5.38025422406985e-95,5.70563150333503e-93,"ENSG00000216937","endothelial cell"
"ENSG00000044090",379.331846578662,-5.76752497375079,0.278975264241073,-20.6739654479433,5.94272320846064e-95,6.26482583916774e-93,"ENSG00000044090","endothelial cell"
"ENSG000001640621",550.815500526111,-6.32580157779173,0.306011632178238,-20.671768366332,6.21952317301833e-95,6.51806028532321e-93,"ENSG00000164062","endothelial cell"
"ENSG00000189091",1065.04556653948,-4.2279632173794,0.204539971860683,-20.6705964556364,6.3723890983251e-95,6.63920960092164e-93,"ENSG00000189091","endothelial cell"
"ENSG000001083442",583.202043327824,-4.22210976722123,0.204404831833644,-20.6556260404715,8.68876622573623e-95,8.99994529521609e-93,"ENSG00000108344","endothelial cell"
"ENSG00000130881",352.072082962181,-6.01546996306297,0.291430623468856,-20.6411731597102,1.17183561760392e-94,1.20678747764343e-92,"ENSG00000130881","endothelial cell"
"ENSG00000123989",1141.36107888656,-9.36630379730245,0.454058011168104,-20.6279893029677,1.53918143625992e-94,1.57598025680499e-92,"ENSG00000123989","endothelial cell"
"ENSG00000175216",1286.89623678691,-4.22276504122427,0.204852772301624,-20.6136582569978,2.06981754743322e-94,2.10719253857545e-92,"ENSG00000175216","endothelial cell"
"ENSG000002599561",516.052558880012,-5.57011017699161,0.270334402274821,-20.6045184413083,2.49993605036116e-94,2.5306170837065e-92,"ENSG00000259956","endothelial cell"
"ENSG000001433212",1239.31623273118,-5.07304681207935,0.246294230961915,-20.597505643012,2.8894746933962e-94,2.9084113637032e-92,"ENSG00000143321","endothelial cell"
"ENSG00000103353",531.639107270075,-5.05021594440396,0.245737636480298,-20.5512513945289,7.50046325066173e-94,7.50720524010053e-92,"ENSG00000103353","endothelial cell"
"ENSG000001066361",541.804971136846,-5.08908502187895,0.247643111304547,-20.5500770648148,7.68411273912689e-94,7.64805321565836e-92,"ENSG00000106636","endothelial cell"
"ENSG00000198382",2485.60251512524,2.65348722142701,0.1292986536072,20.5221566304016,1.36519917281099e-93,1.35124380348892e-91,"ENSG00000198382","endothelial cell"
"ENSG000000746961",1455.53928226094,-4.0240012602778,0.196105935938798,-20.5195280857467,1.44104388750198e-93,1.41843303313455e-91,"ENSG00000074696","endothelial cell"
"ENSG000001725341",637.05817732481,-5.2086864102522,0.254190424347608,-20.4912770558551,2.57548476137211e-93,2.52114486311019e-91,"ENSG00000172534","endothelial cell"
"ENSG00000169604",2344.22731900135,-7.36403648493811,0.359431091173423,-20.4880341900779,2.75286035314834e-93,2.68005246184103e-91,"ENSG00000169604","endothelial cell"
"ENSG00000181789",719.750983282934,-5.07182085939062,0.247791496768626,-20.4680988876968,4.14476401752251e-93,4.01321281174897e-91,"ENSG00000181789","endothelial cell"
"ENSG000001612032",2181.35426778441,-4.73079426296222,0.231145165309801,-20.4667670925394,4.25957353128856e-93,4.10208443423984e-91,"ENSG00000161203","endothelial cell"
"ENSG00000177570",2898.12694488615,9.19546943449599,0.449752163705051,20.4456369008742,6.56951876993034e-93,6.29261002177844e-91,"ENSG00000177570","endothelial cell"
"ENSG00000103855",861.661757112511,-9.69482988164035,0.475050233265167,-20.4080099382433,1.41947647460918e-92,1.35237395035493e-90,"ENSG00000103855","endothelial cell"
"ENSG000001639301",478.733328010714,-5.12530914889176,0.251167828328794,-20.4059141769638,1.48165314703392e-92,1.40410279082747e-90,"ENSG00000163930","endothelial cell"
"ENSG000001522342",2129.97281065297,-4.76439153016201,0.233492936906574,-20.4048636043683,1.51383632073236e-92,1.42701099947977e-90,"ENSG00000152234","endothelial cell"
"ENSG00000055163",1476.47621046721,-6.03813210077546,0.296221605465572,-20.3838342287198,2.32693907215022e-92,2.18193402681202e-90,"ENSG00000055163","endothelial cell"
"ENSG00000105323",1491.38954493557,-4.91166687524726,0.240962001095241,-20.3835743931505,2.33932587199896e-92,2.18206438405935e-90,"ENSG00000105323","endothelial cell"
"ENSG00000125772",2559.72103865394,4.78632223454457,0.235352884404937,20.3367902061036,6.07805199835635e-92,5.63992575014149e-90,"ENSG00000125772","endothelial cell"
"ENSG000000265081",3405.23683353213,-9.81436975446209,0.482959003970655,-20.3213309489482,8.32874878973928e-92,7.6883413698443e-90,"ENSG00000026508","endothelial cell"
"ENSG000000711272",2078.35382779056,-5.21727167537695,0.256920004686661,-20.306988868928,1.11536096340546e-91,1.02429231567173e-89,"ENSG00000071127","endothelial cell"
"ENSG00000065802",426.026720819546,-6.21907499516798,0.306307828970976,-20.3033497905052,1.20111290807607e-91,1.09738602924529e-89,"ENSG00000065802","endothelial cell"
"ENSG000001367201",2254.01471762668,-6.71241584460123,0.33081586020026,-20.2904898227608,1.56032921968464e-91,1.41830741723987e-89,"ENSG00000136720","endothelial cell"
"ENSG00000178252",1360.16714500275,-5.11789955191647,0.252273925606644,-20.2870730282943,1.67261293089916e-91,1.51265339984261e-89,"ENSG00000178252","endothelial cell"
"ENSG00000022840",1173.0478503706,-3.06464578151322,0.151194786615507,-20.2695202004995,2.38975277337876e-91,2.15029471770283e-89,"ENSG00000022840","endothelial cell"
"ENSG000001676011",1072.64248660387,-7.04376600937401,0.347518403148994,-20.2687568357468,2.4271073193182e-91,2.17293185934538e-89,"ENSG00000167601","endothelial cell"
"ENSG000001663411",924.513533638641,-5.7356867877668,0.283243021386055,-20.2500550929697,3.5484291538622e-91,3.16094069026045e-89,"ENSG00000166341","endothelial cell"
"ENSG000000696674",19813.4706492395,8.98909984048739,0.190890045556441,47.0904588779595,0,0,"ENSG00000069667","astrocyte"
"ENSG000001075814",1873.78789555626,-4.64687128095288,0.115457221995882,-40.2475583651113,0,0,"ENSG00000107581","astrocyte"
"ENSG000001326884",10059.3018855002,-11.4889087707803,0.292139543510694,-39.326784154983,0,0,"ENSG00000132688","astrocyte"
"ENSG000002444621",447.044839845092,-12.3878813645051,0.326003944117897,-37.9991763536,0,0,"ENSG00000244462","astrocyte"
"ENSG000002633273",1660.27675243139,7.5359721319893,0.200465630491468,37.5923399612885,0,0,"ENSG00000263327","astrocyte"
"ENSG000002378774",3127.75612860841,10.8372524201481,0.305370598639359,35.4888534404938,7.3032829901501e-276,2.1685881625419e-272,"ENSG00000237877","astrocyte"
"ENSG000001979761",176.49296299772,-10.8061747039571,0.305335107829257,-35.3911961869773,2.33235962277504e-274,5.93618843419431e-271,"ENSG00000197976","astrocyte"
"ENSG000000646662",1770.7889719659,-12.8436272127121,0.365033045258993,-35.1848343034244,3.41120320584273e-271,7.59674953941176e-268,"ENSG00000064666","astrocyte"
"ENSG000000842343",5540.461170278,-6.03459849082967,0.175692409582361,-34.3475196519561,1.53377783337802e-258,3.03619843105142e-255,"ENSG00000084234","astrocyte"
"ENSG000001521024",1297.46977850599,-3.95757218328462,0.115738432722822,-34.1941055376348,2.95843076309911e-256,5.27074024753737e-253,"ENSG00000152102","astrocyte"
"ENSG000001545451",446.426572067265,-11.5802264792725,0.340233844069509,-34.0360804226951,6.52182655405387e-254,1.05629874442749e-250,"ENSG00000154545","astrocyte"
"ENSG000000093074",2890.59503916453,-4.35286085448839,0.128327580587981,-33.9199167828468,3.38856045173899e-252,5.03088275068182e-249,"ENSG00000009307","astrocyte"
"ENSG000001821853",3392.25173355258,5.57549068104901,0.167025258671083,33.3811228637498,2.57642695704523e-244,3.53089405128598e-241,"ENSG00000182185","astrocyte"
"ENSG000001439514",2362.65477834893,4.55207104179349,0.137323748445185,33.1484618890265,5.9598715709875e-241,7.58436227919381e-238,"ENSG00000143951","astrocyte"
"ENSG000001861532",11507.6695347199,6.56917696550151,0.19904235938697,33.0039142709818,7.13723283288992e-239,8.47712934338446e-236,"ENSG00000186153","astrocyte"
"ENSG000002305904",11442.1258906906,4.66579399103458,0.141457182961516,32.9837898178979,1.38726212071275e-238,1.54471637141364e-235,"ENSG00000230590","astrocyte"
"ENSG000001717232",4999.39319021584,4.28730357050572,0.130270719343074,32.9107230859369,1.54389584587113e-237,1.61800284647295e-234,"ENSG00000171723","astrocyte"
"ENSG000001471404",2023.72405257751,-5.80373649473527,0.176449930659512,-32.8916904248294,2.88950129640502e-237,2.85996417204177e-234,"ENSG00000147140","astrocyte"
"ENSG000000895974",2223.05418433748,-5.70781769057881,0.174963661642212,-32.6228751559331,1.94369816867748e-233,1.82257508279779e-230,"ENSG00000089597","astrocyte"
"ENSG000001435451",713.170801619169,-11.1888715869327,0.345917871173502,-32.3454568825117,1.60717400175522e-229,1.43167060076355e-226,"ENSG00000143545","astrocyte"
"ENSG000001100922",3405.52786573228,-12.1233368235059,0.375548863190959,-32.2816496380696,1.26579694679292e-228,1.07387801924108e-225,"ENSG00000110092","astrocyte"
"ENSG000001691001",1752.07088837277,-15.1494882539956,0.473426377055408,-31.9996708848831,1.10197197568217e-224,8.92396941761526e-222,"ENSG00000169100","astrocyte"
"ENSG000002489321",1271.02631442897,6.10338300928027,0.191948802369249,31.7969319628225,7.13706566027591e-222,5.52843312189025e-219,"ENSG00000248932","astrocyte"
"ENSG000001057221",200.464363875012,-9.38703727671114,0.29554062207219,-31.7622572859654,2.15061263911972e-221,1.59647144910654e-218,"ENSG00000105722","astrocyte"
"ENSG000002037392",742.736029147797,6.90120149339472,0.218800196002369,31.5411120258776,2.37403370960326e-218,1.69183138281166e-215,"ENSG00000203739","astrocyte"
"ENSG000001676584",9884.53133742619,-8.03478485324733,0.255407820901859,-31.4586484661122,3.19699182097447e-217,2.19067716471081e-214,"ENSG00000167658","astrocyte"
"ENSG000001624304",1478.61256281686,-8.87791066712912,0.283599774377886,-31.304364351502,4.06988415179569e-215,2.68552059438489e-212,"ENSG00000162430","astrocyte"
"ENSG000000756181",2067.16847085413,-9.2826947528435,0.298004950655435,-31.1494649079724,5.15736805682936e-213,3.28155961787399e-210,"ENSG00000075618","astrocyte"
"ENSG000001048661",187.693907998643,-9.8102912215381,0.315591567711316,-31.0854034937713,3.79362717562015e-212,2.33059523313271e-209,"ENSG00000104866","astrocyte"
"ENSG000001270224",4465.61942080926,-5.31589377091589,0.171032986609125,-31.0811024019871,4.336868795561e-212,2.57552181539049e-209,"ENSG00000127022","astrocyte"
"ENSG000001969244",15134.7575370246,-7.73251241905961,0.252143989161144,-30.6670503817476,1.56595984650379e-206,8.99972278235857e-204,"ENSG00000196924","astrocyte"
"ENSG000001373093",1111.28610110731,-7.70313716759911,0.251483215016829,-30.6308202998105,4.75925903361761e-206,2.64971746696661e-203,"ENSG00000137309","astrocyte"
"ENSG000002147532",615.346094640102,-10.8522575141549,0.356004406648313,-30.4834920902412,4.31313083232474e-204,2.32856784571811e-201,"ENSG00000214753","astrocyte"
"ENSG000000858721",256.249861972472,-10.2835294327546,0.3377842611114,-30.4440751588574,1.43499153306849e-203,7.51935563327891e-201,"ENSG00000085872","astrocyte"
"ENSG000001881573",4454.83123605925,-11.9051987537226,0.3934847949585,-30.2558037979034,4.3762979429176e-201,2.22766069002914e-198,"ENSG00000188157","astrocyte"
"ENSG000001353874",1924.09854135596,-4.12541310604773,0.137110235186575,-30.0882942869583,6.89418178393629e-199,3.41185396285025e-196,"ENSG00000135387","astrocyte"
"ENSG000001042053",1711.09062621227,7.92022708721265,0.267189487735888,29.6427346536989,4.20771954974876e-193,2.02607382427902e-190,"ENSG00000104205","astrocyte"
"ENSG000001103214",5382.00352026082,-6.09720397721538,0.206076911620984,-29.5870310228121,2.19431276171389e-192,1.02878621480775e-189,"ENSG00000110321","astrocyte"
"ENSG000001137583",1981.5673182161,-6.79109748938803,0.230104392436467,-29.5131154059264,1.9542204664546e-191,8.92727995650131e-189,"ENSG00000113758","astrocyte"
"ENSG000001354864",4448.5581888387,-7.80977175065825,0.265591536738877,-29.4051980968679,4.71247902583489e-190,2.09893815810686e-187,"ENSG00000135486","astrocyte"
"ENSG000001652804",2082.37862598921,-4.89996826054333,0.166744585705029,-29.3860711568254,8.27394829142476e-190,3.59533323804935e-187,"ENSG00000165280","astrocyte"
"ENSG00000185737",14449.2651720103,13.1395883724107,0.447754496326904,29.3455196546313,2.72571714962327e-189,1.15622325565924e-186,"ENSG00000185737","astrocyte"
"ENSG000001314673",493.953878698469,-4.87268643113871,0.166138418174709,-29.3290768304695,4.41796323897612e-189,1.83047518757206e-186,"ENSG00000131467","astrocyte"
"ENSG000001686153",4042.49048371139,-6.61388062253165,0.226235210352602,-29.2345325567293,7.06209632175587e-188,2.8595070015546e-185,"ENSG00000168615","astrocyte"
"ENSG000001156774",3406.62551742769,-4.99929760204605,0.171740698923997,-29.1095682815316,2.71640573093473e-186,1.07545521116296e-183,"ENSG00000115677","astrocyte"
"ENSG000002511361",1615.67071809053,6.30437076714401,0.216796232452056,29.079706302268,6.48282908837387e-186,2.51082789214063e-183,"ENSG00000251136","astrocyte"
"ENSG00000231889",2111.85070086107,4.53699907239548,0.156487244005232,28.992772549843,8.11559951264226e-185,3.07633023228159e-182,"ENSG00000231889","astrocyte"
"ENSG000001078643",1814.95507790153,6.3651485376042,0.219651384121536,28.9784130569479,1.23110929029231e-184,4.56946731580161e-182,"ENSG00000107864","astrocyte"
"ENSG000001786051",213.829803987067,-10.3333635895945,0.356937200888706,-28.9500885978441,2.7990720639251e-184,1.0177197528753e-181,"ENSG00000178605","astrocyte"
"ENSG000001817222",20029.9846845834,4.66218359282255,0.161217849527612,28.9185323243259,6.98269537691238e-184,2.48807401670142e-181,"ENSG00000181722","astrocyte"
"ENSG000000783691",3331.85483366177,-3.70195213734682,0.128531665620744,-28.801868547087,2.03244101378391e-182,7.09999394148513e-180,"ENSG00000078369","astrocyte"
"ENSG000001003451",7103.17631333622,-7.55758332299333,0.263314117993398,-28.7017778635889,3.62521976026273e-181,1.24205606247771e-178,"ENSG00000100345","astrocyte"
"ENSG000002509032",2400.13212955318,5.21134138995245,0.181953710009798,28.6410284773628,2.0734495162543e-180,6.96992010973332e-178,"ENSG00000250903","astrocyte"
"ENSG000000630463",2095.44616190401,-5.17393051862636,0.18103385792287,-28.5799053171078,1.19425423269955e-179,3.94015433514355e-177,"ENSG00000063046","astrocyte"
"ENSG000001630413",1521.67125728688,-6.41899957379737,0.22592092703772,-28.4125939901338,1.41333769182767e-177,4.57818623956397e-175,"ENSG00000163041","astrocyte"
"ENSG000002044064",5535.6711064417,3.07724517894583,0.10860301905794,28.334803264577,1.28828832326981e-176,4.09859727988837e-174,"ENSG00000204406","astrocyte"
"ENSG000001088282",1006.56752258063,-7.44233486979034,0.263260396841829,-28.2698611681491,8.11420424133834e-176,2.53618706602954e-173,"ENSG00000108828","astrocyte"
"ENSG000002348571",377.550721718173,-9.36490616388983,0.33278143298057,-28.1413120918817,3.0611609925542e-174,9.40304211092166e-172,"ENSG00000234857","astrocyte"
"ENSG000001774692",3007.57036073096,-10.4982289717236,0.373349723011156,-28.1190217232596,5.73516461525072e-174,1.73182530144588e-171,"ENSG00000177469","astrocyte"
"ENSG000002130241",281.563405319395,-12.0925644501701,0.430437152415159,-28.0936819285217,1.17015924569599e-173,3.47459285355329e-171,"ENSG00000213024","astrocyte"
"ENSG000000113043",1280.29974562394,-5.33831577214073,0.19164542950306,-27.8551687143444,9.32542251618929e-171,2.72363487784309e-168,"ENSG00000011304","astrocyte"
"ENSG000001413673",3306.25735577101,-3.9661966859891,0.143250265760067,-27.6871855346654,9.96120442056111e-169,2.86240028962446e-166,"ENSG00000141367","astrocyte"
"ENSG000001355064",1537.69634426542,-4.89861795191171,0.177273102429862,-27.6331709930436,4.44647864341292e-168,1.25743592874674e-165,"ENSG00000135506","astrocyte"
"ENSG000001823781",88.4078265389092,-10.2129378959846,0.370172090573874,-27.5897026168331,1.47893448020658e-167,4.11698385927507e-165,"ENSG00000182378","astrocyte"
"ENSG000002599562",516.052558880012,-6.52169910381634,0.236655099825613,-27.5578219468842,3.56635858728666e-167,9.7751145524768e-165,"ENSG00000259956","astrocyte"
"ENSG000001989141",416.310191427187,-8.04841529609331,0.292866639640839,-27.4815025226622,2.92124749686224e-166,7.88559778849964e-164,"ENSG00000198914","astrocyte"
"ENSG000001592171",172.820450911207,-9.94472491199562,0.362453322068858,-27.4372569003694,9.86087748788721e-166,2.62211034812237e-163,"ENSG00000159217","astrocyte"
"ENSG000001002432",1367.95091491652,-4.66356065523774,0.170761026732489,-27.3104510114218,3.18735352498017e-164,8.35086623544804e-162,"ENSG00000100243","astrocyte"
"ENSG000001034952",732.973881463115,-10.3581850001292,0.380269073180598,-27.2390939223445,2.23773339638068e-163,5.77789249129249e-161,"ENSG00000103495","astrocyte"
"ENSG00000128567",1532.60569679596,-8.45757183564529,0.310511273549452,-27.2375677023473,2.33285081204757e-163,5.93743858106278e-161,"ENSG00000128567","astrocyte"
"ENSG000001435491",1404.09207536335,-4.88704773027192,0.179561621032838,-27.216549406057,4.13764722337284e-163,1.0382580694593e-160,"ENSG00000143549","astrocyte"
"ENSG000002150121",118.490169661929,-10.8701722841773,0.400190672770215,-27.1624828458179,1.80321107456902e-162,4.461945625628e-160,"ENSG00000215012","astrocyte"
"ENSG000002136991",205.544396164088,-10.4732148713333,0.386859744316548,-27.0723822398114,2.08255322663305e-161,5.08257099804034e-159,"ENSG00000213699","astrocyte"
"ENSG000000672254",8597.16199546887,-5.14233446654948,0.190525502707912,-26.990268459929,1.92260941022735e-160,4.62881206116357e-158,"ENSG00000067225","astrocyte"
"ENSG00000127249",1319.13329032201,9.77962779085734,0.362949747782561,26.9448535247811,6.55411320822857e-160,1.55690774557067e-157,"ENSG00000127249","astrocyte"
"ENSG000002158831",39.1100107071037,-8.55567415473039,0.318874236132827,-26.8308730692389,1.41035438274972e-158,3.3061675898775e-156,"ENSG00000215883","astrocyte"
"ENSG000000659783",2889.93032963373,-6.22647692903908,0.232130120494579,-26.8232184421947,1.73234604122144e-158,4.00824377537677e-156,"ENSG00000065978","astrocyte"
"ENSG000000707561",3795.71900391531,-5.12377862715565,0.191132493007682,-26.8074702868534,2.64416268745968e-158,6.03953877433099e-156,"ENSG00000070756","astrocyte"
"ENSG000001776941",3909.24650341447,4.82141646938722,0.180168872940548,26.7605407676507,9.30975010248968e-158,2.09952541551843e-155,"ENSG00000177694","astrocyte"
"ENSG000002547722",5721.45535008739,-7.35173220195469,0.275294314959447,-26.7049909949563,4.11874463079954e-157,9.17244429279058e-155,"ENSG00000254772","astrocyte"
"ENSG000001084243",2283.31420201299,-3.88014875286012,0.145337875865312,-26.6974367814206,5.0406609552075e-157,1.108696488617e-154,"ENSG00000108424","astrocyte"
"ENSG000001122762",571.411533814169,-7.12151239671597,0.26705048986897,-26.6672882727539,1.12807463015966e-156,2.45094848913713e-154,"ENSG00000112276","astrocyte"
"ENSG000000050073",652.049844216397,-4.72357233809206,0.177254893540631,-26.6484735272445,1.86409814980057e-156,4.00129790805384e-154,"ENSG00000005007","astrocyte"
"ENSG000001969431",204.627371008989,-8.70814889858497,0.327513365055492,-26.5886825629528,9.17578305082933e-156,1.9461398908759e-153,"ENSG00000196943","astrocyte"
"ENSG00000115239",2831.70149937515,4.12700792786225,0.155376054709062,26.5614153711778,1.89578454289553e-155,3.97356440190903e-153,"ENSG00000115239","astrocyte"
"ENSG000002439431",216.660094059396,-10.3457022650062,0.389544142177571,-26.5584850209099,2.04945260570593e-155,4.2457032120066e-153,"ENSG00000243943","astrocyte"
"ENSG000002510221",78.481788994392,-9.02777428298071,0.339952977490871,-26.5559500305395,2.19238548092444e-155,4.48960226760344e-153,"ENSG00000251022","astrocyte"
"ENSG000000711273",2078.35382779056,-6.39633549805502,0.241148509610304,-26.5244662237038,5.06199118940531e-155,1.02482312534597e-152,"ENSG00000071127","astrocyte"
"ENSG000001342873",901.408000158434,-6.84355106139518,0.259283190068883,-26.3941177967498,1.60068112127364e-153,3.20423987152935e-151,"ENSG00000134287","astrocyte"
"ENSG000001985613",1910.68966763298,-3.9790446402361,0.150959385861315,-26.3583785634344,4.11421165620983e-153,8.1443105407816e-151,"ENSG00000198561","astrocyte"
"ENSG000002140221",508.74417500519,-12.053736890569,0.457922601039649,-26.3226511711863,1.05579341471675e-152,2.06703466775755e-150,"ENSG00000214022","astrocyte"
"ENSG000001124734",923.456982951146,-5.93038019002014,0.225309377635606,-26.3210535320522,1.10120593063864e-152,2.13250922394109e-150,"ENSG00000112473","astrocyte"
"ENSG000001354821",42.0155390165322,-9.71963487826478,0.369771782419618,-26.2854964612602,2.80954127571949e-152,5.3822352008837e-150,"ENSG00000135482","astrocyte"
"ENSG00000105373",987.657608858845,-6.32441301878306,0.240641697316282,-26.2814511753992,3.12520179477346e-152,5.92325480592382e-150,"ENSG00000105373","astrocyte"
"ENSG000001415221",1497.71932686382,-5.67276808416516,0.215858942171747,-26.2799772253663,3.24881800234332e-152,6.09273068734196e-150,"ENSG00000141522","astrocyte"
"ENSG000000550704",995.416296830459,-5.11990915903569,0.195608364209029,-26.1742854388604,5.21592657749221e-151,9.6798904067293e-149,"ENSG00000055070","astrocyte"
"ENSG00000167460",3073.6425619598,-6.76516384801519,0.258923195391675,-26.1280718314227,1.7496818991697e-150,3.21364254800076e-148,"ENSG00000167460","astrocyte"
"ENSG000001406821",492.086046692511,-8.55162907434671,0.32814224744475,-26.0607378078818,1.01659931582644e-149,1.84813606232284e-147,"ENSG00000140682","astrocyte"
"ENSG000000132882",449.102882271994,-4.30547642752223,0.165331142073702,-26.0415332134034,1.67782712446481e-149,3.01941091408738e-147,"ENSG00000013288","astrocyte"
"ENSG00000117620",67.483179945529,-6.95940101365939,0.267337588430761,-26.0322577700735,2.13690501085076e-149,3.80710996733172e-147,"ENSG00000117620","astrocyte"
"ENSG000001274633",558.981460697292,-4.10064721565834,0.157848582283756,-25.9783594906594,8.6977678180906e-149,1.53425179650596e-146,"ENSG00000127463","astrocyte"
"ENSG000001964193",1559.59826258486,-4.71689808638575,0.181752422911352,-25.9523257562645,1.71164661854976e-148,2.98967609373357e-146,"ENSG00000196419","astrocyte"
"ENSG000001428641",1728.2532938893,-5.065678324142,0.195440064625285,-25.9193442954206,4.03144741864749e-148,6.97322982627414e-146,"ENSG00000142864","astrocyte"
"ENSG000002284361",814.465993925934,8.24350897688355,0.318474586954548,25.8843540883846,9.99198646190406e-148,1.71170414235849e-145,"ENSG00000228436","astrocyte"
"ENSG000001886362",465.464381724401,-6.86205816195691,0.265792377408955,-25.8173625175065,5.66083664441139e-147,9.60509196731745e-145,"ENSG00000188636","astrocyte"
"ENSG000002547261",300.870501123671,-7.68733382398869,0.298029074049659,-25.7939056734706,1.03791263178286e-146,1.74447655168334e-144,"ENSG00000254726","astrocyte"
"ENSG000002731541",43.596761265991,-10.4310746356616,0.404626519839103,-25.7795130181023,1.50517219700825e-146,2.50618204316813e-144,"ENSG00000273154","astrocyte"
"ENSG000002283933",906.645869298318,7.17480445692364,0.278587291062514,25.7542418017685,2.88939018974796e-146,4.76642366856941e-144,"ENSG00000228393","astrocyte"
"ENSG000001688721",216.428688752238,-5.84429775821932,0.226940125405595,-25.7525977293534,3.0145471135595e-146,4.92726342891523e-144,"ENSG00000168872","astrocyte"
"ENSG000000582624",2085.10628046711,-5.40685923329599,0.210442413612847,-25.6928208552247,1.40607845845985e-145,2.27733580144734e-143,"ENSG00000058262","astrocyte"
"ENSG000001244062",2242.06547504259,7.85576959253434,0.306085697103448,25.6652619409371,2.85639708818213e-145,4.58464599306782e-143,"ENSG00000124406","astrocyte"
"ENSG000002664122",738.687381998008,-4.10010096927041,0.159801505954725,-25.6574613910838,3.49047163592683e-145,5.55234309514932e-143,"ENSG00000266412","astrocyte"
"ENSG000001421921",8944.32244912239,-4.55228103262745,0.17765158836522,-25.6247696658291,8.0813609609577e-145,1.27413740602144e-142,"ENSG00000142192","astrocyte"
"ENSG000001854201",5488.30006770638,4.89907489248171,0.191507178424798,25.5816775787624,2.43988161439263e-144,3.81306410894904e-142,"ENSG00000185420","astrocyte"
"ENSG000001977761",708.20515742457,4.76808212497516,0.186395249597376,25.5804916449023,2.51515193443627e-144,3.89651711860144e-142,"ENSG00000197776","astrocyte"
"ENSG00000250326",965.646557516152,8.60049283155682,0.337316726312296,25.4967873238348,2.13979532878276e-143,3.28643048082704e-141,"ENSG00000250326","astrocyte"
"ENSG000001792184",4519.4076282504,-6.00731097305719,0.236010329039421,-25.4535934825707,6.44156713814462e-143,9.80880001138329e-141,"ENSG00000179218","astrocyte"
"ENSG00000162735",250.548236463797,-8.03639681453967,0.316668297548235,-25.3779645034267,4.41639040137821e-142,6.6680009653351e-140,"ENSG00000162735","astrocyte"
"ENSG000002055721",101.028866046615,-9.28985160017118,0.366250408720318,-25.3647542200157,6.17806200310473e-142,9.24944139893394e-140,"ENSG00000205572","astrocyte"
"ENSG000001370762",2265.58284603455,-6.19528324272495,0.244851618979664,-25.3021943189172,3.02146255322455e-141,4.48586473735404e-139,"ENSG00000137076","astrocyte"
"ENSG000001002414",789.486700503562,-5.02522695757746,0.198615380769328,-25.3012981074903,3.09086821913248e-141,4.55098414810448e-139,"ENSG00000100241","astrocyte"
"ENSG000001126552",1310.09267261339,-5.95841708070619,0.236526299830812,-25.1913511730757,4.98266231869174e-140,7.27632064506656e-138,"ENSG00000112655","astrocyte"
"ENSG00000164924",3152.61869702766,-4.17795656860957,0.165930173431777,-25.1790044101132,6.80330467827292e-140,9.85428261366751e-138,"ENSG00000164924","astrocyte"
"ENSG000001244223",2040.4621683062,-4.06799432753681,0.161786592868564,-25.1441992529113,1.63551186029635e-139,2.3498612341161e-137,"ENSG00000124422","astrocyte"
