"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","id","celltype"
"ENSG000001814493",818.276906237679,-10.4881134258267,0.506987633293358,-20.6871188508023,4.52453536817793e-95,7.74696166357158e-93,"ENSG00000181449","55"
"ENSG000001543803",1282.55170645741,-4.58976911113534,0.221918241692154,-20.6822525094728,5.00485182803111e-95,8.48775204778572e-93,"ENSG00000154380","55"
"ENSG000001225663",2270.59689990325,-4.11906472493306,0.199265609504702,-20.6712273892694,6.28962907786287e-95,1.05659834895759e-92,"ENSG00000122566","55"
"ENSG000002044692",1090.92790743646,-6.60329204960906,0.319695541882554,-20.6549394174377,8.81316330303669e-95,1.4666915788521e-92,"ENSG00000204469","55"
"ENSG000001054292",753.851684221015,-7.40665956736317,0.358633434514262,-20.6524513739073,9.27899861827498e-95,1.52991785551502e-92,"ENSG00000105429","55"
"ENSG000001309852",1120.10086011839,-6.35015005433133,0.308244979186889,-20.6009845515804,2.68919994157288e-94,4.3932645284026e-92,"ENSG00000130985","55"
"ENSG000000891573",2386.0243014431,-8.5629624255419,0.416050207587531,-20.5815602765692,4.0154651579424e-94,6.50030800613457e-92,"ENSG00000089157","55"
"ENSG000002284363",479.417460750626,6.67606360089782,0.324447473264212,20.5767162669848,4.43741954754041e-94,7.11866034982451e-92,"ENSG00000228436","55"
"ENSG000001367202",1279.73920933925,-7.46546223867112,0.364037265439659,-20.507412145443,1.84872388870083e-93,2.93930591840141e-91,"ENSG00000136720","55"
"ENSG000001976943",2090.74440454548,-4.76581258917849,0.232461583835124,-20.5015061437364,2.0873214950018e-93,3.28928618243337e-91,"ENSG00000197694","55"
"ENSG000000842343",2966.83924410512,-7.56742983340625,0.369985306979378,-20.4533252825309,5.61163979487635e-93,8.76547980941782e-91,"ENSG00000084234","55"
"ENSG00000230590",2999.62845958597,3.60074319703673,0.176187208411126,20.4370296204168,7.83659126477339e-93,1.21344504914626e-90,"ENSG00000230590","55"
"ENSG000001964193",736.198896318702,-5.94553940454624,0.291309151792305,-20.4097240610732,1.37056248467446e-92,2.10393156591364e-90,"ENSG00000196419","55"
"ENSG000000895973",1231.00079627297,-7.05451259557028,0.34569024653885,-20.40703394499,1.44810140953967e-92,2.20396083757888e-90,"ENSG00000089597","55"
"ENSG000001013673",423.832375506092,-6.31924029984998,0.310004398459549,-20.3843569034861,2.30222012533712e-92,3.47420625185408e-90,"ENSG00000101367","55"
"ENSG000001679303",508.79913457241,-5.8199071729461,0.285834848001066,-20.3610833796039,3.70304652174171e-92,5.5411890262735e-90,"ENSG00000167930","55"
"ENSG000001556603",808.243134611459,-8.0553376557701,0.395993344251553,-20.3421036557952,5.45401279779924e-92,8.09330049086758e-90,"ENSG00000155660","55"
"ENSG000001490903",1361.24831332227,7.63315475298425,0.375394572563574,20.3336843707072,6.47529490154716e-92,9.52938647205374e-90,"ENSG00000149090","55"
"ENSG000001043683",365.635902049086,-9.71142854972113,0.478100421901322,-20.3125287175035,9.96400132299533e-92,1.45433583244736e-89,"ENSG00000104368","55"
"ENSG000001827183",1727.25404724354,-11.4514806342406,0.564051366979181,-20.3021946309072,1.22968509521602e-91,1.78024410491964e-89,"ENSG00000182718","55"
"ENSG000002152441",678.020068208728,7.24376789505829,0.357285340785864,20.2744615245767,2.16144474761778e-91,3.10393924361531e-89,"ENSG00000215244","55"
"ENSG000001091111",477.109260775592,-5.15798796825093,0.254849371194826,-20.23935921077,4.40863800386074e-91,6.28036935477985e-89,"ENSG00000109111","55"
"ENSG000001428643",824.274834515879,-6.22535274967173,0.3076005545698,-20.2384314891054,4.49240178839732e-91,6.34890465444374e-89,"ENSG00000142864","55"
"ENSG000001222183",746.120517386509,-4.51210773888568,0.223464188698447,-20.1916368128878,1.15958480714537e-90,1.62588398904233e-88,"ENSG00000122218","55"
"ENSG000001362951",1479.45882008702,-6.76212288091324,0.335037505701351,-20.1831817806718,1.37597697830104e-90,1.91422047285989e-88,"ENSG00000136295","55"
"ENSG000000711273",1116.62033706254,-7.79655374211046,0.38697900388546,-20.1472267586334,2.84618281136093e-90,3.92883545131039e-88,"ENSG00000071127","55"
"ENSG000000707563",1718.97756552689,-6.47614477280326,0.32207953619989,-20.107284210643,6.37183452513581e-90,8.72794287608411e-88,"ENSG00000070756","55"
"ENSG000001785681",8729.15910377405,6.58653205452534,0.327806136154376,20.0927662056439,8.5370750139043e-90,1.16045568528698e-87,"ENSG00000178568","55"
"ENSG00000179314",765.003667984211,-8.48605397571206,0.422401173113124,-20.0900341094445,9.02000962126083e-90,1.21681296458933e-87,"ENSG00000179314","55"
"ENSG000001304022",1025.07700840194,-7.14376627827343,0.355608332393607,-20.0888607704679,9.23568931325782e-90,1.23654074888107e-87,"ENSG00000130402","55"
"ENSG000001126553",698.219856963328,-7.44411492185002,0.370602015816944,-20.0865473044998,9.67613046782941e-90,1.28584220328835e-87,"ENSG00000112655","55"
"ENSG00000215386",8058.26344361719,3.77526439497749,0.187973659332693,20.084007559249,1.01838119223621e-89,1.34328251038149e-87,"ENSG00000215386","55"
"ENSG000001066823",832.660463637451,-6.87296708335725,0.342534038525858,-20.065063060407,1.49101246006715e-89,1.95223962326587e-87,"ENSG00000106682","55"
"ENSG000001792223",1456.02771228537,-5.13102628283874,0.256156197755602,-20.0308496448493,2.96555039263349e-89,3.8545661198266e-87,"ENSG00000179222","55"
"ENSG000001855322",3995.85798105715,8.69975059281932,0.434422300001571,20.0260221282099,3.2673854179708e-89,4.21611102447869e-87,"ENSG00000185532","55"
"ENSG000000882471",567.087777749354,-6.86640154668936,0.343792402606443,-19.9725226463183,9.55058749567789e-89,1.22350583838515e-86,"ENSG00000088247","55"
"ENSG000000908633",1395.94381234386,-3.89985784492902,0.195500829085054,-19.9480373724265,1.55888546198776e-88,1.98279095868685e-86,"ENSG00000090863","55"
"ENSG000000752753",1045.3888356182,-10.8829011441307,0.545887862276092,-19.9361478724846,1.97716869130434e-88,2.49698176496854e-86,"ENSG00000075275","55"
"ENSG00000082641",707.280378503154,-7.20797613945679,0.362109497952389,-19.9055152660053,3.64524261854262e-88,4.57118558509778e-86,"ENSG00000082641","55"
"ENSG000001513223",14141.2480302182,3.47530921754818,0.174656685062895,19.8979455970821,4.23952354361971e-88,5.2792444574291e-86,"ENSG00000151322","55"
"ENSG000001531873",1564.93068403932,-4.67681828999472,0.235136759618875,-19.8897794524991,4.98939912063401e-88,6.16987709313401e-86,"ENSG00000153187","55"
"ENSG000001686103",884.227485808566,-4.69183490740379,0.236836753199082,-19.8104172770004,2.4206967745565e-87,2.97278258376053e-85,"ENSG00000168610","55"
"ENSG000001871093",1078.20595526131,-4.47298115703563,0.226283503430303,-19.7671553128191,5.71064711330819e-87,6.96503377716979e-85,"ENSG00000187109","55"
"ENSG000001989143",242.660115683382,-10.0010211021025,0.506019510966589,-19.7641017497502,6.06686288148683e-87,7.34915832181197e-85,"ENSG00000198914","55"
"ENSG000001971022",1525.29716222142,-5.3188037967133,0.269303572005549,-19.7502162971819,7.98750138409092e-87,9.61036737476399e-85,"ENSG00000197102","55"
"ENSG000000550703",504.526235406479,-6.40179303677896,0.324519373773755,-19.7269979980982,1.26460536718032e-86,1.51133072304563e-84,"ENSG00000055070","55"
"ENSG000000582622",1151.12976306956,-6.91964048662842,0.350921729122385,-19.7184725606295,1.49680842872594e-86,1.77691117935485e-84,"ENSG00000058262","55"
"ENSG000001003803",679.8018902894,-5.338188788268,0.271157269928927,-19.6866887974908,2.80432328422789e-86,3.30705859087723e-84,"ENSG00000100380","55"
"ENSG000001124732",502.21337913585,-7.2590297821774,0.36884860718606,-19.6802418139963,3.18479236705384e-86,3.73102616316629e-84,"ENSG00000112473","55"
"ENSG000001308211",385.585131220744,-6.20181424973812,0.315211276656937,-19.6751027295509,3.5246183006409e-86,4.10214889408578e-84,"ENSG00000130821","55"
"ENSG000001669631",629.972495217027,-6.84704609488377,0.348250235534577,-19.6612820214559,4.62880899693391e-86,5.35228583171442e-84,"ENSG00000166963","55"
"ENSG000001175191",1677.88484810592,-4.88747446585653,0.248744208378533,-19.648596032511,5.94341613094043e-86,6.82802651894556e-84,"ENSG00000117519","55"
"ENSG000001682682",301.303479120072,-9.30022715690734,0.473491306738316,-19.6418118443878,6.79307969626499e-86,7.75412629175581e-84,"ENSG00000168268","55"
