"","time","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","symbol","signif","Gene.stable.ID","Gene.stable.ID.1","Gene.name.1","symbol.hs"
"620","5",0,1.27548257952559,0.455,0.195,0,"Fbn1",TRUE,"ENSMUSG00000027204","ENSG00000166147","FBN1","FBN1"
"621","5",6.41446312206686e-178,1.2735025990359,0.293,0.085,2.07090941895929e-173,"Cdh1",TRUE,"ENSMUSG00000000303","ENSG00000039068","CDH1","CDH1"
"622","5",1.29451083144483e-07,1.26934103117113,0.121,0.037,0.00417932821931962,"Lama4",TRUE,"ENSMUSG00000019846","ENSG00000112769","LAMA4","LAMA4"
"623","5",9.44829158836811e-16,1.26658357492038,0.121,0.038,3.05038093930464e-11,"Lypd6",TRUE,"ENSMUSG00000050447","ENSG00000187123","LYPD6","LYPD6"
"624","5",0,1.2646624053785,0.874,0.429,0,"Actn1",TRUE,"ENSMUSG00000015143","ENSG00000072110","ACTN1","ACTN1"
"625","5",0,1.25419436214439,0.457,0.163,0,"Runx1",TRUE,"ENSMUSG00000022952","ENSG00000159216","RUNX1","RUNX1"
"626","5",6.65470069805001e-197,1.24998072364163,0.377,0.09,2.14847012036544e-192,"Ccn4",TRUE,"ENSMUSG00000005124","ENSG00000104415","CCN4","CCN4"
"627","5",0,1.24752926206407,0.496,0.347,0,"Fbn2",TRUE,"ENSMUSG00000024598","ENSG00000138829","FBN2","FBN2"
"628","5",1.77328441494264e-12,-1.2474303567405,0.062,0.11,5.72504873364232e-08,"Amph",TRUE,"ENSMUSG00000021314","ENSG00000078053","AMPH","AMPH"
"629","5",6.36717811058046e-284,1.23958330153279,0.387,0.136,2.0556434530009e-279,"Msrb3",TRUE,"ENSMUSG00000051236","ENSG00000174099","MSRB3","MSRB3"
"630","5",1.07156494329189e-149,1.23634461791926,0.252,0.094,3.45954741941787e-145,"Podxl",TRUE,"ENSMUSG00000025608","ENSG00000128567","PODXL","PODXL"
"631","5",0.00112967625046526,-1.23413244726656,0.183,0.176,1,"Foxp2",FALSE,"ENSMUSG00000029563","ENSG00000128573","FOXP2","FOXP2"
"632","5",2.80873964459797e-150,1.22807429827315,0.25,0.081,9.06801594258456e-146,"Mgll",TRUE,"ENSMUSG00000033174","ENSG00000074416","MGLL","MGLL"
"633","5",0,1.22699522999374,0.993,0.811,0,"Itgb1",TRUE,"ENSMUSG00000025809","ENSG00000150093","ITGB1","ITGB1"
"634","5",2.98773651934853e-284,1.22480671531603,0.379,0.124,9.64590735271673e-280,"Arhgef28",TRUE,"ENSMUSG00000021662","ENSG00000214944","ARHGEF28","ARHGEF28"
"635","5",NA,1.22373916789262,0.392,0.116,NA,"Spp1",NA,"ENSMUSG00000029304","ENSG00000118785","SPP1","SPP1"
"636","5",1.13259114356511e-08,-1.22336384688031,0.086,0.131,0.000365657050699995,"Esrrg",TRUE,"ENSMUSG00000026610","ENSG00000196482","ESRRG","ESRRG"
"637","5",0,1.22190419375406,0.477,0.186,0,"Jag1",TRUE,"ENSMUSG00000027276","ENSG00000101384","JAG1","JAG1"
"638","5",0,1.21250315026935,0.551,0.183,0,"Plk2",TRUE,"ENSMUSG00000021701","ENSG00000145632","PLK2","PLK2"
"639","5",1.59247117958151e-109,1.21090837191983,0.209,0.085,5.14129320327891e-105,"Gramd1b",TRUE,"ENSMUSG00000040111","ENSG00000023171","GRAMD1B","GRAMD1B"
"640","5",0,1.20312610412346,0.727,0.315,0,"Serpine2",TRUE,"ENSMUSG00000026249","ENSG00000135919","SERPINE2","SERPINE2"
"641","5",2.89741304050597e-13,-1.2016300425554,0.387,0.419,9.35429800127352e-09,"Plxna2",TRUE,"ENSMUSG00000026640","ENSG00000076356","PLXNA2","PLXNA2"
"642","5",3.37545799740486e-125,1.19976265290227,0.294,0.083,1.08976661446216e-120,"Ier3",TRUE,"ENSMUSG00000003541","ENSG00000137331","IER3","IER3"
"643","5",2.4642549291227e-06,1.19288755265925,0.105,0.031,0.0795584703867264,"Ctsc",FALSE,"ENSMUSG00000030560","ENSG00000109861","CTSC","CTSC"
"644","5",0,1.18563048932389,0.655,0.284,0,"Prickle1",TRUE,"ENSMUSG00000036158","ENSG00000139174","PRICKLE1","PRICKLE1"
"645","5",1.16552342006207e-11,1.18481755020937,0.128,0.04,3.7628923616704e-07,"Arsb",TRUE,"ENSMUSG00000042082","ENSG00000113273","ARSB","ARSB"
"646","5",1.65757179188353e-35,1.18391453668617,0.167,0.064,5.35147053009596e-31,"Cyp7b1",TRUE,"ENSMUSG00000039519","ENSG00000172817","CYP7B1","CYP7B1"
"647","5",3.23472888628284e-28,-1.17809535583532,0.184,0.271,1.04433222093641e-23,"Elmo1",TRUE,"ENSMUSG00000041112","ENSG00000155849","ELMO1","ELMO1"
"648","5",0,1.17309217889502,0.546,0.2,0,"Lrpap1",TRUE,"ENSMUSG00000029103","ENSG00000163956","LRPAP1","LRPAP1"
"649","5",1.81311485336928e-06,1.16141083851126,0.136,0.041,0.0585364130410273,"Tcim",FALSE,"ENSMUSG00000056313","ENSG00000176907","TCIM","TCIM"
"650","5",0,1.14994490593744,0.727,0.321,0,"Ckap4",TRUE,"ENSMUSG00000046841","ENSG00000136026","CKAP4","CKAP4"
"651","5",0,1.14621679666004,0.542,0.188,0,"Anxa3",TRUE,"ENSMUSG00000029484","ENSG00000138772","ANXA3","ANXA3"
"652","5",0,1.14395931764315,0.548,0.234,0,"Itga6",TRUE,"ENSMUSG00000027111","ENSG00000091409","ITGA6","ITGA6"
"653","5",0.0229747011725269,-1.13941967050483,0.496,0.412,1,"mt-Nd1",FALSE,"ENSMUSG00000064341","ENSG00000198888","MT-ND1","MT-ND1"
"654","5",3.46614078893268e-115,1.13885010671106,0.218,0.077,1.11904355370692e-110,"Cd200",TRUE,"ENSMUSG00000022661","ENSG00000091972","CD200","CD200"
"655","5",3.37444827215094e-33,1.13188882579223,0.196,0.06,1.08944062466393e-28,"Dusp5",TRUE,"ENSMUSG00000034765","ENSG00000138166","DUSP5","DUSP5"
"656","5",0,1.12888777767665,0.496,0.243,0,"Pdgfc",TRUE,"ENSMUSG00000028019","ENSG00000145431","PDGFC","PDGFC"
"657","5",0,1.12879051162111,0.304,0.197,0,"Cnksr2",TRUE,"ENSMUSG00000025658","ENSG00000149970","CNKSR2","CNKSR2"
"658","5",1.01721099633372e-155,1.12717082436964,0.31,0.121,3.28406570166341e-151,"Pakap",TRUE,"ENSMUSG00000038729","ENSG00000157654","PALM2AKAP2","PALM2AKAP2"
"659","5",0.252606850486307,-1.12658413174168,0.726,0.61,1,"mt-Co3",FALSE,"ENSMUSG00000064358","ENSG00000198938","MT-CO3","MT-CO3"
"660","5",1.13723070884986e-163,1.12312537220616,0.267,0.111,3.67154934352177e-159,"Prune2",TRUE,"ENSMUSG00000039126","ENSG00000106772","PRUNE2","PRUNE2"
"661","5",3.83352235752668e-14,1.11849899873653,0.136,0.04,1.23765269312749e-09,"Ifi202b",TRUE,"ENSMUSG00000026535","ENSG00000163563","MNDA","MNDA"
"662","5",0,1.11704331860842,0.349,0.161,0,"Grb10",TRUE,"ENSMUSG00000020176","ENSG00000106070","GRB10","GRB10"
"663","5",0,1.11328734731958,0.432,0.166,0,"St3gal5",TRUE,"ENSMUSG00000056091","ENSG00000115525","ST3GAL5","ST3GAL5"
"664","5",1.78821060682088e-100,1.10771570174004,0.321,0.096,5.77323794412122e-96,"Sgk1",TRUE,"ENSMUSG00000019970","ENSG00000118515","SGK1","SGK1"
"665","5",0.0650216498496587,-1.10662122709907,0.111,0.129,1,"Dpf3",FALSE,"ENSMUSG00000021221","ENSG00000205683","DPF3","DPF3"
"666","5",0,1.10588500376101,0.598,0.253,0,"Prkca",TRUE,"ENSMUSG00000050965","ENSG00000154229","PRKCA","PRKCA"
"667","5",0.0826618454695549,-1.10178888158092,0.282,0.291,1,"Plcb1",FALSE,"ENSMUSG00000051177","ENSG00000182621","PLCB1","PLCB1"
"668","5",8.66533578717998e-78,1.09379374361194,0.164,0.059,2.79760365889106e-73,"Lox",TRUE,"ENSMUSG00000024529","ENSG00000113083","LOX","LOX"
"669","5",1.51278578446425e-73,1.09356292955711,0.218,0.07,4.88402890514284e-69,"Gsap",TRUE,"ENSMUSG00000039934","ENSG00000186088","GSAP","GSAP"
"670","5",0,1.09180231167338,0.537,0.225,0,"Slc20a1",TRUE,"ENSMUSG00000027397","ENSG00000144136","SLC20A1","SLC20A1"
"671","5",7.95460853518188e-58,1.08862929175784,0.189,0.052,2.56814536558347e-53,"Zbtb7c",TRUE,"ENSMUSG00000044646","ENSG00000184828","ZBTB7C","ZBTB7C"
"672","5",0,1.08844543427042,0.472,0.329,0,"Unc5c",TRUE,"ENSMUSG00000059921","ENSG00000182168","UNC5C","UNC5C"
"673","5",1.31707851561127e-247,1.0862731530597,0.646,0.205,4.25218798765098e-243,"Col1a1",TRUE,"ENSMUSG00000001506","ENSG00000108821","COL1A1","COL1A1"
"674","5",2.20028671537562e-17,1.0851812698682,0.147,0.045,7.10362566059018e-13,"B4galnt3",TRUE,"ENSMUSG00000041372","ENSG00000139044","B4GALNT3","B4GALNT3"
"675","5",6.93911224751527e-05,1.07890592943915,0.101,0.036,1,"Alpl",FALSE,"ENSMUSG00000028766","ENSG00000162551","ALPL","ALPL"
"676","5",7.09981348641517e-30,1.07882859747503,0.193,0.049,2.29217478408914e-25,"Rflnb",TRUE,"ENSMUSG00000020846","ENSG00000183688","RFLNB","RFLNB"
"677","5",2.03156554105122e-26,1.0710675243376,0.181,0.071,6.55890934928388e-22,"Rhoj",TRUE,"ENSMUSG00000046768","ENSG00000126785","RHOJ","RHOJ"
"678","5",0,1.07101774308045,0.394,0.184,0,"Nox4",TRUE,"ENSMUSG00000030562","ENSG00000086991","NOX4","NOX4"
"679","5",1.78917474166222e-153,1.06557509576961,0.299,0.096,5.77635065345648e-149,"Ripk2",TRUE,"ENSMUSG00000041135","ENSG00000104312","RIPK2","RIPK2"
"680","5",0,1.06023766822413,0.862,0.433,0,"Itm2b",TRUE,"ENSMUSG00000022108","ENSG00000136156","ITM2B","ITM2B"
"681","5",0,1.0565132351706,0.577,0.22,0,"Timp2",TRUE,"ENSMUSG00000017466","ENSG00000035862","TIMP2","TIMP2"
"682","5",2.31144372781699e-09,-1.05586733553433,0.314,0.359,7.46249607525715e-05,"Cacna1a",TRUE,"ENSMUSG00000034656","ENSG00000141837","CACNA1A","CACNA1A"
"683","5",9.74613273290657e-05,-1.04878793611011,0.293,0.296,1,"Gabrb3",FALSE,"ENSMUSG00000033676","ENSG00000166206","GABRB3","GABRB3"
"684","5",0,1.04675011426942,0.95,0.583,0,"Fn1",TRUE,"ENSMUSG00000026193","ENSG00000115414","FN1","FN1"
"685","5",0,1.04300980195618,0.432,0.182,0,"Chsy3",TRUE,"ENSMUSG00000058152","ENSG00000198108","CHSY3","CHSY3"
"686","5",3.11207567088557e-110,1.03743435845386,0.313,0.107,1.00473363034541e-105,"Lgmn",TRUE,"ENSMUSG00000021190","ENSG00000100600","LGMN","LGMN"
"687","5",1.51547806338078e-291,1.03544536547479,0.329,0.126,4.89272092762486e-287,"Csf1",TRUE,"ENSMUSG00000014599","ENSG00000184371","CSF1","CSF1"
"688","5",0,1.03387825618874,0.744,0.393,0,"Fstl1",TRUE,"ENSMUSG00000022816","ENSG00000163430","FSTL1","FSTL1"
"689","5",0,1.03030656595099,0.504,0.192,0,"Flnc",TRUE,"ENSMUSG00000068699","ENSG00000128591","FLNC","FLNC"
"690","5",0.543975248422367,-1.02996619876465,0.144,0.156,1,"Rapgef5",FALSE,"ENSMUSG00000041992","ENSG00000136237","RAPGEF5","RAPGEF5"
"691","5",0,1.02636598096701,0.567,0.297,0,"Shroom4",TRUE,"ENSMUSG00000068270","ENSG00000158352","SHROOM4","SHROOM4"
"692","5",0,1.02614607770751,0.777,0.346,0,"Cdkn1a",TRUE,"ENSMUSG00000023067","ENSG00000124762","CDKN1A","CDKN1A"
"693","5",1.66660440480593e-253,1.0188340034638,0.376,0.135,5.38063232091595e-249,"Egfr",TRUE,"ENSMUSG00000020122","ENSG00000146648","EGFR","EGFR"
"694","5",0,1.01248479133976,0.496,0.247,0,"Epb41l3",TRUE,"ENSMUSG00000024044","ENSG00000082397","EPB41L3","EPB41L3"
"695","5",9.15320883842229e-05,-1.0116907317026,0.255,0.307,1,"Adam23",FALSE,"ENSMUSG00000025964","ENSG00000114948","ADAM23","ADAM23"
"696","5",1.64452782404582e-13,-1.01057727518547,0.297,0.279,5.30935807993194e-09,"Plat",TRUE,"ENSMUSG00000031538","ENSG00000104368","PLAT","PLAT"
"697","5",0,1.00928227593685,0.78,0.366,0,"Pdlim5",TRUE,"ENSMUSG00000028273","ENSG00000163110","PDLIM5","PDLIM5"
"698","5",0,1.00584165239339,0.551,0.27,0,"Sh3d19",TRUE,"ENSMUSG00000028082","ENSG00000109686","SH3D19","SH3D19"
"699","5",0.000596402263426171,-1.00339729118519,0.202,0.202,1,"Eda",FALSE,"ENSMUSG00000059327","ENSG00000158813","EDA","EDA"
"700","5",2.41305627369696e-212,1.00263186460939,0.286,0.108,7.79055217963065e-208,"Hmgcll1",TRUE,"ENSMUSG00000007908","ENSG00000146151","HMGCLL1","HMGCLL1"
"701","5",2.20214987166136e-265,1.00051765666218,0.47,0.151,7.10964086065869e-261,"Cryab",TRUE,"ENSMUSG00000032060","ENSG00000109846","CRYAB","CRYAB"
"702","5",2.94076377541592e-09,0.999966684121503,0.141,0.037,9.49425584893029e-05,"Gng11",TRUE,"ENSMUSG00000032766","ENSG00000127920","GNG11","GNG11"
"703","5",0,0.998051829322008,0.725,0.438,0,"Myo10",TRUE,"ENSMUSG00000022272","ENSG00000145555","MYO10","MYO10"
"704","5",1.87958925524211e-21,-0.993939449390642,0.307,0.325,6.06825391054915e-17,"Nkain3",TRUE,"ENSMUSG00000055761","ENSG00000185942","NKAIN3","NKAIN3"
"705","5",0,0.992373658239553,0.681,0.362,0,"Aopep",TRUE,"ENSMUSG00000021458","ENSG00000148120","AOPEP","AOPEP"
"706","5",4.18881780440218e-206,0.990841572985948,0.326,0.13,1.35235982815124e-201,"Sema5a",TRUE,"ENSMUSG00000022231","ENSG00000112902","SEMA5A","SEMA5A"
"707","5",3.45473018717064e-220,0.988242985043695,0.392,0.133,1.11535964092804e-215,"Hbegf",TRUE,"ENSMUSG00000024486","ENSG00000113070","HBEGF","HBEGF"
"708","5",0,0.986089356783446,0.366,0.173,0,"Vgll3",TRUE,"ENSMUSG00000091243","ENSG00000206538","VGLL3","VGLL3"
"709","5",3.70901641965172e-178,0.985197390931508,0.178,0.081,1.19745595108456e-173,"Pappa",TRUE,"ENSMUSG00000028370","ENSG00000182752","PAPPA","PAPPA"
"710","5",1.43653098969468e-15,0.984086562023966,0.143,0.037,4.63784030022927e-11,"Hoxa9",TRUE,"ENSMUSG00000038227","ENSG00000257184","",""
"711","5",3.68399576581005e-09,-0.978856611520208,0.429,0.547,0.000118937803299178,"Prtg",TRUE,"ENSMUSG00000036030","ENSG00000166450","PRTG","PRTG"
"712","5",0.570322637929262,-0.977815473324061,0.215,0.231,1,"Nos1ap",FALSE,"ENSMUSG00000038473","ENSG00000198929","NOS1AP","NOS1AP"
"713","5",3.78236757256114e-38,0.976958641290211,0.197,0.083,1.22113737080136e-33,"Gstm1",TRUE,"ENSMUSG00000058135","ENSG00000134184","GSTM1","GSTM1"
"714","5",4.23261953358635e-65,0.97687921433408,0.122,0.054,1.36650121641835e-60,"Snca",TRUE,"ENSMUSG00000025889","ENSG00000145335","SNCA","SNCA"
"715","5",0,0.974572963633024,0.307,0.147,0,"Slco3a1",TRUE,"ENSMUSG00000025790","ENSG00000176463","SLCO3A1","SLCO3A1"
"716","5",7.62254125461405e-82,0.974474283493968,0.171,0.064,2.46093744405215e-77,"Rbm20",TRUE,"ENSMUSG00000043639","ENSG00000203867","RBM20","RBM20"
"717","5",0,0.973488201294544,0.451,0.215,0,"Hecw2",TRUE,"ENSMUSG00000042807","ENSG00000138411","HECW2","HECW2"
"718","5",1.20955705706199e-05,0.96362570679453,0.111,0.03,0.390505495872464,"Pmaip1",FALSE,"ENSMUSG00000024521","ENSG00000141682","PMAIP1","PMAIP1"
"719","5",1.38461176968079e-43,0.962348040468286,0.131,0.047,4.47021909841442e-39,"Rapgef4",TRUE,"ENSMUSG00000049044","ENSG00000091428","RAPGEF4","RAPGEF4"
"720","5",0,0.953579767168918,0.827,0.394,0,"Serpinh1",TRUE,"ENSMUSG00000070436","ENSG00000149257","SERPINH1","SERPINH1"
"721","5",6.81142127996946e-59,0.951929564861692,0.144,0.061,2.19906736023814e-54,"Sema3d",TRUE,"ENSMUSG00000040254","ENSG00000153993","SEMA3D","SEMA3D"
"722","5",0,0.945268586125227,0.459,0.189,0,"Mgmt",TRUE,"ENSMUSG00000054612","ENSG00000170430","MGMT","MGMT"
"723","5",2.72741111220934e-05,-0.94172797037631,0.2,0.168,0.880544677576786,"Usp29",FALSE,"ENSMUSG00000051527","ENSG00000131864","USP29","USP29"
"724","5",2.51420125202974e-305,0.938241940085015,0.558,0.197,8.11709874217803e-301,"Tpm2",TRUE,"ENSMUSG00000028464","ENSG00000198467","TPM2","TPM2"
"725","5",9.63267385323701e-220,0.934880302938027,0.32,0.273,3.10990875351757e-215,"Hdac9",TRUE,"ENSMUSG00000004698","ENSG00000048052","HDAC9","HDAC9"
"726","5",0.98788344624496,-0.922778067659315,0.145,0.166,1,"Col4a6",FALSE,"ENSMUSG00000031273","ENSG00000197565","COL4A6","COL4A6"
"727","5",0,0.921911191184146,0.534,0.249,0,"Ghr",TRUE,"ENSMUSG00000055737","ENSG00000112964","GHR","GHR"
"728","5",0,0.921888407172756,0.565,0.302,0,"Sh3kbp1",TRUE,"ENSMUSG00000040990","ENSG00000147010","SH3KBP1","SH3KBP1"
"729","5",1.61055633413605e-10,0.921459162796219,0.105,0.061,5.19968112475823e-06,"Ppp4r4",TRUE,"ENSMUSG00000021209","ENSG00000119698","PPP4R4","PPP4R4"
"730","5",0.00014902179374753,-0.921117544397493,0.151,0.207,1,"Uty",FALSE,"ENSMUSG00000068457","ENSG00000183878","UTY","UTY"
"731","5",1.19527217161376e-221,0.916428175521849,0.333,0.119,3.85893620605501e-217,"Lpar1",TRUE,"ENSMUSG00000038668","ENSG00000198121","LPAR1","LPAR1"
"732","5",3.68842418776868e-30,0.915939393507746,0.159,0.049,1.19080774902112e-25,"Acss2",TRUE,"ENSMUSG00000027605","ENSG00000131069","ACSS2","ACSS2"
"733","5",0,0.914731664625945,0.434,0.19,0,"Cdkn1c",TRUE,"ENSMUSG00000037664","ENSG00000129757","CDKN1C","CDKN1C"
"734","5",1.02843115101704e-164,0.913599362870773,0.322,0.12,3.32028997105851e-160,"Man1a",TRUE,"ENSMUSG00000003746","ENSG00000111885","MAN1A1","MAN1A1"
"735","5",0.000529268271941595,-0.911692300006409,0.26,0.273,1,"Cacna1c",FALSE,"ENSMUSG00000051331","ENSG00000151067","CACNA1C","CACNA1C"
"736","5",1.74623763134685e-33,-0.909362918171403,0.452,0.466,5.63772819280329e-29,"Nrg1",TRUE,"ENSMUSG00000062991","ENSG00000157168","NRG1","NRG1"
"737","5",0,0.904806970188359,0.337,0.237,0,"Rps6ka6",TRUE,"ENSMUSG00000025665","ENSG00000072133","RPS6KA6","RPS6KA6"
"738","5",0,0.894999900820491,0.406,0.179,0,"Atp1b1",TRUE,"ENSMUSG00000026576","ENSG00000143153","ATP1B1","ATP1B1"
"739","5",0.0106451849878804,-0.889457576479152,0.419,0.356,1,"Tmtc2",FALSE,"ENSMUSG00000036019","ENSG00000179104","TMTC2","TMTC2"
"740","5",0,0.888033282685071,0.765,0.542,0,"Ptprk",TRUE,"ENSMUSG00000019889","ENSG00000152894","PTPRK","PTPRK"
"741","5",1.97670650945001e-07,0.882554804629935,0.103,0.054,0.00638179696575935,"A830018L16Rik",TRUE,"ENSMUSG00000057715","ENSG00000165084","C8orf34","C8orf34"
"742","5",0,0.872687900981354,0.977,0.658,0,"Sparc",TRUE,"ENSMUSG00000018593","ENSG00000113140","SPARC","SPARC"
"743","5",0,0.872149321522445,0.467,0.264,0,"Ano3",TRUE,"ENSMUSG00000074968","ENSG00000134343","ANO3","ANO3"
"744","5",0,0.869584663319006,0.77,0.436,0,"Msn",TRUE,"ENSMUSG00000031207","ENSG00000147065","MSN","MSN"
"745","5",2.53293883913623e-102,0.867908324264948,0.224,0.093,8.17759304215133e-98,"Ryr2",TRUE,"ENSMUSG00000021313","ENSG00000198626","RYR2","RYR2"
"746","5",0,0.862418241925868,0.635,0.344,0,"Gclc",TRUE,"ENSMUSG00000032350","ENSG00000001084","GCLC","GCLC"
"747","5",0,0.862049460186776,0.385,0.206,0,"Klhl13",TRUE,"ENSMUSG00000036782","ENSG00000003096","KLHL13","KLHL13"
"748","5",9.90059798048963e-27,0.859752022174162,0.171,0.077,3.19640805800108e-22,"Tgfbr3",TRUE,"ENSMUSG00000029287","ENSG00000069702","TGFBR3","TGFBR3"
"749","5",0,0.859532705325034,0.736,0.289,0,"Lamb1",TRUE,"ENSMUSG00000002900","ENSG00000091136","LAMB1","LAMB1"
"750","5",0,0.858626551859911,0.502,0.234,0,"Samd4",TRUE,"ENSMUSG00000021838","ENSG00000020577","SAMD4A","SAMD4A"
"751","5",2.65726766574949e-77,0.858553228160575,0.132,0.031,8.57898865887221e-73,"Grem2",TRUE,"ENSMUSG00000050069","ENSG00000180875","GREM2","GREM2"
"752","5",7.59582197881793e-305,0.844746826775843,0.474,0.186,2.45231112586137e-300,"Hmox1",TRUE,"ENSMUSG00000005413","ENSG00000100292","HMOX1","HMOX1"
"753","5",6.6073402375477e-15,-0.844262190755658,0.088,0.137,2.13317979569227e-10,"Tmem132c",TRUE,"ENSMUSG00000034324","ENSG00000181234","TMEM132C","TMEM132C"
"754","5",3.73045688515612e-30,0.842299711772707,0.12,0.053,1.20437800537265e-25,"Col25a1",TRUE,"ENSMUSG00000058897","ENSG00000188517","COL25A1","COL25A1"
"755","5",0.00031461001339519,-0.839875236999362,0.131,0.146,1,"Plekhg1",FALSE,"ENSMUSG00000040624","ENSG00000120278","PLEKHG1","PLEKHG1"
"756","5",1.54605902915056e-50,0.831448543079484,0.184,0.073,4.99145157561257e-46,"P3h2",TRUE,"ENSMUSG00000038168","ENSG00000090530","P3H2","P3H2"
"757","5",8.36324844079923e-22,0.830755596499862,0.165,0.08,2.70007475911203e-17,"Daam2",TRUE,"ENSMUSG00000040260","ENSG00000146122","DAAM2","DAAM2"
"758","5",5.4921567827128e-133,0.827071794942903,0.352,0.155,1.77314281729883e-128,"Nid2",TRUE,"ENSMUSG00000021806","ENSG00000087303","NID2","NID2"
"759","5",0,0.826606647022823,0.388,0.179,0,"Kif1a",TRUE,"ENSMUSG00000014602","ENSG00000130294","KIF1A","KIF1A"
"760","5",8.19668875296765e-76,0.82505560591438,0.266,0.109,2.64630096389561e-71,"Pip5k1b",TRUE,"ENSMUSG00000024867","ENSG00000107242","PIP5K1B","PIP5K1B"
"761","5",6.48180829819015e-64,0.816281897890673,0.208,0.1,2.09265180907069e-59,"Pdzd2",TRUE,"ENSMUSG00000022197","ENSG00000133401","PDZD2","PDZD2"
"762","5",4.36923764730558e-34,-0.814818411687562,0.292,0.324,1.41060837443261e-29,"Nkain2",TRUE,"ENSMUSG00000069670","ENSG00000188580","NKAIN2","NKAIN2"
"763","5",2.53154317646864e-48,0.813427546375558,0.2,0.076,8.17308714522899e-44,"Cav1",TRUE,"ENSMUSG00000007655","ENSG00000105974","CAV1","CAV1"
"764","5",1.13428243540382e-36,-0.807545751214125,0.535,0.502,3.66203084270125e-32,"Rora",TRUE,"ENSMUSG00000032238","ENSG00000069667","RORA","RORA"
"765","5",2.76058939854422e-306,0.806982780770279,0.403,0.163,8.91256287320002e-302,"Fam214a",TRUE,"ENSMUSG00000034858","ENSG00000047346","FAM214A","FAM214A"
"766","5",6.50894225031872e-69,0.803755373358623,0.235,0.122,2.1014120055154e-64,"Rerg",TRUE,"ENSMUSG00000030222","ENSG00000134533","RERG","RERG"
"767","5",1.05959965551376e-55,0.800428853273859,0.198,0.069,3.42091748782616e-51,"Ypel2",TRUE,"ENSMUSG00000018427","ENSG00000175155","YPEL2","YPEL2"
"768","5",0.00183100116046374,-0.798041082868902,0.199,0.157,1,"Slc2a13",FALSE,"ENSMUSG00000036298","ENSG00000151229","SLC2A13","SLC2A13"
"769","5",0.00724537629209154,-0.7970414999289,0.11,0.101,1,"Myl9",FALSE,"ENSMUSG00000067818","ENSG00000101335","MYL9","MYL9"
"770","5",6.69027779637493e-18,-0.794416468905876,0.475,0.367,2.15995618655965e-13,"mt-Atp6",TRUE,"ENSMUSG00000064357","ENSG00000198899","MT-ATP6","MT-ATP6"
"771","5",4.62751901399745e-07,-0.793329292822751,0.427,0.36,0.0149399451366908,"Prickle2",TRUE,"ENSMUSG00000030020","ENSG00000163637","PRICKLE2","PRICKLE2"
"772","5",0.000164892092107461,-0.787933354853179,0.221,0.281,1,"Atp8a1",FALSE,"ENSMUSG00000037685","ENSG00000124406","ATP8A1","ATP8A1"
"773","5",0,0.784871276449775,0.522,0.298,0,"Zfpm2",TRUE,"ENSMUSG00000022306","ENSG00000169946","ZFPM2","ZFPM2"
"774","5",0,0.781917079114226,0.69,0.363,0,"Cited2",TRUE,"ENSMUSG00000039910","ENSG00000164442","CITED2","CITED2"
"775","5",1.66914285516941e-137,0.772182943786265,0.321,0.139,5.38882770791443e-133,"Maf",TRUE,"ENSMUSG00000055435","ENSG00000178573","MAF","MAF"
"776","5",0,0.771808846137996,0.546,0.247,0,"Ccn1",TRUE,"ENSMUSG00000028195","ENSG00000142871","CCN1","CCN1"
"777","5",0.00101546589618502,0.766517569953924,0.12,0.053,1,"Adamts17",FALSE,"ENSMUSG00000058145","ENSG00000140470","ADAMTS17","ADAMTS17"
"778","5",4.49804537824885e-70,0.76568760512217,0.178,0.089,1.45219395036764e-65,"Thsd4",TRUE,"ENSMUSG00000032289","ENSG00000187720","THSD4","THSD4"
"779","5",0,0.764632842487974,0.655,0.485,0,"Ralgapa2",TRUE,"ENSMUSG00000037110","ENSG00000188559","RALGAPA2","RALGAPA2"
"780","5",0,0.762684691477556,0.778,0.39,0,"Lamc1",TRUE,"ENSMUSG00000026478","ENSG00000135862","LAMC1","LAMC1"
"781","5",1.16705012585962e-07,0.762302136067748,0.139,0.063,0.00376782133133778,"Synpo2",TRUE,"ENSMUSG00000050315","ENSG00000172403","SYNPO2","SYNPO2"
"782","5",1.52670006876588e-73,0.760336792696422,0.248,0.106,4.92895117201063e-69,"Adamts1",TRUE,"ENSMUSG00000022893","ENSG00000154734","ADAMTS1","ADAMTS1"
"783","5",0.0537332937284297,-0.754189896468665,0.143,0.154,1,"Cttnbp2",FALSE,"ENSMUSG00000000416","ENSG00000077063","CTTNBP2","CTTNBP2"
"784","5",0,0.752506336777282,0.814,0.492,0,"Wls",TRUE,"ENSMUSG00000028173","ENSG00000116729","WLS","WLS"
"785","5",4.59129644362897e-118,0.752171470445079,0.283,0.124,1.48230005682561e-113,"Lifr",TRUE,"ENSMUSG00000054263","ENSG00000113594","LIFR","LIFR"
"786","5",0,0.746530118234705,0.705,0.39,0,"Peak1",TRUE,"ENSMUSG00000074305","ENSG00000173517","PEAK1","PEAK1"
"787","5",0,0.73598255271498,0.465,0.208,0,"Osbpl3",TRUE,"ENSMUSG00000029822","ENSG00000070882","OSBPL3","OSBPL3"
"788","5",3.99191100925696e-131,0.731828177060787,0.252,0.098,1.28878846933861e-126,"Masp1",TRUE,"ENSMUSG00000022887","ENSG00000127241","MASP1","MASP1"
