	entrez	symbol	PCA.PC1	PCA.PC2	PCA.PC3	PCA.PC4	PCA.PC5	PCA.PC6	PCA.PC7	PCA.PC8	PCA.PC9	PCA.PC10	PCA.PC11	PCA.PC12	PCA.PC13	PCA.PC14	PCA.PC15	PCA.PC16	PCA.PC17	PCA.PC18	CTRL2_progenitor_0_weeks_untreated_1	CTRL2_progenitor_0_weeks_untreated_2	CTRL2_progenitor_0_weeks_untreated_3	CTRL2_BMP4_2_weeks_untreated_1	CTRL2_BMP4_2_weeks_untreated_2	CTRL2_BMP4_2_weeks_untreated_3	CTRL2_BMP4_3_weeks_untreated_1	CTRL2_BMP4_3_weeks_untreated_2	CTRL2_BMP4_3_weeks_untreated_3	CTRL3_progenitor_0_weeks_untreated_1	CTRL3_progenitor_0_weeks_untreated_2	CTRL3_progenitor_0_weeks_untreated_3	CTRL3_BMP4_2_weeks_untreated_1	CTRL3_BMP4_2_weeks_untreated_2	CTRL3_BMP4_2_weeks_untreated_3	CTRL3_BMP4_3_weeks_untreated_1	CTRL3_BMP4_3_weeks_untreated_2	CTRL3_BMP4_3_weeks_untreated_3
ID																					CTRL2_progenitor_0_weeks_untreated_1	CTRL2_progenitor_0_weeks_untreated_2	CTRL2_progenitor_0_weeks_untreated_3	CTRL2_BMP4_2_weeks_untreated_1	CTRL2_BMP4_2_weeks_untreated_2	CTRL2_BMP4_2_weeks_untreated_3	CTRL2_BMP4_3_weeks_untreated_1	CTRL2_BMP4_3_weeks_untreated_2	CTRL2_BMP4_3_weeks_untreated_3	CTRL3_progenitor_0_weeks_untreated_1	CTRL3_progenitor_0_weeks_untreated_2	CTRL3_progenitor_0_weeks_untreated_3	CTRL3_BMP4_2_weeks_untreated_1	CTRL3_BMP4_2_weeks_untreated_2	CTRL3_BMP4_2_weeks_untreated_3	CTRL3_BMP4_3_weeks_untreated_1	CTRL3_BMP4_3_weeks_untreated_2	CTRL3_BMP4_3_weeks_untreated_3
LIMS_ID																					OTO5403A22	OTO5403A29	OTO5403A36	OTO5403A23	OTO5403A30	OTO5403A37	OTO5403A25	OTO5403A32	OTO5403A39	OTO5403A1	OTO5403A8	OTO5403A15	OTO5403A2	OTO5403A9	OTO5403A16	OTO5403A4	OTO5403A11	OTO5403A18
sample_label																					CTRL2_progenitor_0_weeks_1	CTRL2_progenitor_0_weeks_2	CTRL2_progenitor_0_weeks_3	CTRL2_BMP4_2_weeks_13	CTRL2_BMP4_2_weeks_14	CTRL2_BMP4_2_weeks_15	CTRL2_BMP4_3_weeks_19	CTRL2_BMP4_3_weeks_20	CTRL2_BMP4_3_weeks_21	CTRL3_progenitor_0_weeks_22	CTRL3_progenitor_0_weeks_23	CTRL3_progenitor_0_weeks_24	CTRL3_BMP4_2_weeks_34	CTRL3_BMP4_2_weeks_35	CTRL3_BMP4_2_weeks_36	CTRL3_BMP4_3_weeks_40	CTRL3_BMP4_3_weeks_41	CTRL3_BMP4_3_weeks_42
sample_no																					1	2	3	13	14	15	19	20	21	22	23	24	34	35	36	40	41	42
cell_line																					CTRL2	CTRL2	CTRL2	CTRL2	CTRL2	CTRL2	CTRL2	CTRL2	CTRL2	CTRL3	CTRL3	CTRL3	CTRL3	CTRL3	CTRL3	CTRL3	CTRL3	CTRL3
target																					progenitor	progenitor	progenitor	BMP4_diff_2w	BMP4_diff_2w	BMP4_diff_2w	BMP4_diff_3w	BMP4_diff_3w	BMP4_diff_3w	progenitor	progenitor	progenitor	BMP4_diff_2w	BMP4_diff_2w	BMP4_diff_2w	BMP4_diff_3w	BMP4_diff_3w	BMP4_diff_3w
differentiation																					progenitor	progenitor	progenitor	BMP4	BMP4	BMP4	BMP4	BMP4	BMP4	progenitor	progenitor	progenitor	BMP4	BMP4	BMP4	BMP4	BMP4	BMP4
time																					0_weeks	0_weeks	0_weeks	2_weeks	2_weeks	2_weeks	3_weeks	3_weeks	3_weeks	0_weeks	0_weeks	0_weeks	2_weeks	2_weeks	2_weeks	3_weeks	3_weeks	3_weeks
treatment																					untreated	untreated	untreated	untreated	untreated	untreated	untreated	untreated	untreated	untreated	untreated	untreated	untreated	untreated	untreated	untreated	untreated	untreated
experiment																					1	2	3	1	2	3	1	2	3	1	2	3	1	2	3	1	2	3
cell_line_batch																					CTRL2_1	CTRL2_2	CTRL2_3	CTRL2_1	CTRL2_2	CTRL2_3	CTRL2_1	CTRL2_2	CTRL2_3	CTRL3_1	CTRL3_2	CTRL3_3	CTRL3_1	CTRL3_2	CTRL3_3	CTRL3_1	CTRL3_2	CTRL3_3
.PCA.PC1																					-18.0252786661009	-43.5218580925689	-44.9260335674528	-49.8337650535559	-67.2281396824014	-77.3637280951172	-60.0183451565062	-78.6606547282432	-78.0257214683637	29.9499606793576	45.3550852356958	49.7092710500998	78.4193847889928	52.6575737240193	57.3578126584992	85.0059864705637	64.4322869504012	54.7161629526809
.PCA.PC2																					36.5692138588449	79.7924246195396	45.3804794938795	-42.2914230717094	7.19121670905277	-36.3647086875081	-49.1765837252569	-4.84016555451006	-42.1126865166579	78.4286095777098	73.5765541469301	62.7859624066439	-34.6085732535246	-27.709354447235	-35.3113944482	-34.9677615051551	-35.3868738400259	-40.9549357628178
.PCA.PC3																					34.6482964576066	-34.4872674802079	40.4289036098803	39.1263807650038	-68.1947771962754	16.7541443658536	41.5211911699527	-70.0307888485762	12.6249848802234	6.97489065031989	17.9787782799224	14.6120534708856	-23.1636945063498	3.64310327017667	-0.720619523178415	-24.0496560040439	-5.26683983339316	-2.39908352780007
.PCA.PC4																					50.485653259143	38.0421036615583	28.4082240137482	14.4840812256419	8.94706623860442	-25.5611831364002	-3.74239913300726	-19.1567062507525	-28.6194776794839	-53.2020861148775	-25.5027442524612	-14.0607695044788	12.6063373553917	-10.279550263382	-1.1488842148404	22.6800713360254	5.69844088025696	-0.0781774206863602
.PCA.PC5																					0.611806493772576	7.98372774941168	-11.7477834034694	5.98437209987826	13.9128297069317	-15.4743009993658	-1.76859777985313	3.15965741867598	-14.9779151742844	-23.7524976579824	9.65250363476187	8.76101287695182	-41.6737045972085	28.6896646559644	34.4437154883817	-47.5080755760722	11.095364798681	32.6082202648249
.PCA.PC6																					-9.78742040912931	4.60615085981492	37.9394490013667	-30.1507157077707	-7.09783759839206	18.3776936928812	-25.9241391679561	-7.4151785425957	16.2982519718104	-3.3223634149011	-12.3270974638023	-10.9065333988199	0.572890072022907	7.66119647358292	12.192871780051	-6.2148782168724	3.75102172198445	11.7466383467251
.PCA.PC7																					-6.75435546952381	17.9369331473986	-0.194566183142669	11.949113602104	-3.74604530804566	-8.65578889932065	9.21074017382493	-7.39022118643779	-12.6817192702631	36.0226138765751	-21.6939447854627	-28.3236691585275	3.2795904397516	4.98800733323129	9.50710692568758	-5.96261964903613	-7.86530996650624	10.3741343776931
.PCA.PC8																					-37.4499421360899	30.9612702583329	-1.40329967727587	6.98817600762	-4.20279233643612	6.36373081622342	11.3522723003257	-17.7084204737361	1.95225846429907	-14.6316219318888	8.11568947889422	10.0188737650349	1.52277332293673	-3.87906079569552	-1.38417051980321	5.30414306676702	-0.139750774730159	-1.78012883477829
.PCA.PC9																					14.9481174105447	19.8105781624848	-22.0011999796535	-11.7221060611051	-20.9140262869981	4.81982091677374	0.352708139098815	2.42335901168241	14.5527826956614	0.395064436119657	-2.85912271125389	-5.39517220350553	-5.21994640261611	6.55561578021799	-6.94519450570243	-1.13988307732091	14.7711342986805	-2.43252962310841
.PCA.PC10																					9.62716607765794	1.8421005772713	-16.0084330647131	0.269815466667017	13.5430071027992	12.2409204608412	-9.61704017073849	-19.7590452561405	8.0188481907243	2.47604546014341	-5.31336884990914	7.36454219000384	4.01740900287363	-6.97224163130641	9.09098536708966	-1.33024199313313	-14.0578687102144	4.56739978008378
