"","symbol","id","baseMean","log2FoldChange","lfcSE","stat","pvalue","entrez","sig","shrunkLFC","class","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","Comparison","top.prop"
"CNTF_diff_3w - progenitor|untreated.75","SPON1","ENSG00000262655",376.087905715463,5.74940451644671,1.3809247448042,4.1634452116809,3.13481272492844e-05,"10418","<= 0.05",4.06908481433222,"Up*",0,1.88860795,0.593,0.045,0,"astrocyte","CNTF_diff_3w - progenitor|untreated",100
"CNTF_diff_3w - progenitor|untreated.76","SRRM3","ENSG00000177679",237.385827933835,2.35674057612143,0.877870693701242,2.68461015162157,0.007261445090637,"222183","<= 0.05",1.21124370897491,"Up*",0,2.190830955,0.465,0.016,0,"NEU2","CNTF_diff_3w - progenitor|untreated",100
"CNTF_diff_3w - progenitor|untreated.77","SULF1","ENSG00000137573",16.5735430727434,3.52662733537918,0.940380357241966,3.7502137387497,0.000176683904071283,"23213","<= 0.05",2.72797831854119,"Up*",0,2.959785865,0.508,0.025,0,"NEU1","CNTF_diff_3w - progenitor|untreated",100
"CNTF_diff_3w - progenitor|untreated.78","THBS2","ENSG00000186340",1092.24645919345,2.41998162224236,0.740268492343105,3.26905933086873,0.00107905672562797,"7058","<= 0.05",1.70947870051755,"Up*",0,1.170748656,0.196,0.006,0,"fibroblast","CNTF_diff_3w - progenitor|untreated",100
"CNTF_diff_3w - progenitor|untreated.79","TMEM144","ENSG00000164124",39.0626072684006,1.99527603574453,0.524571380138514,3.80363113827841,0.000142590453699207,"55314","<= 0.05",1.64038166013943,"Up*",0,3.072495615,0.811,0.164,0,"oligodendrocytes","CNTF_diff_3w - progenitor|untreated",100
"CNTF_diff_3w - progenitor|untreated.80","TMEM163","ENSG00000152128",830.632905210445,2.30991811515067,0.902682221788453,2.5589493837312,0.0104989026694552,"81615","<= 0.05",1.09017271729504,"Up*",0,2.22236168,0.251,0.041,0,"microglia","CNTF_diff_3w - progenitor|untreated",100
"CNTF_diff_3w - progenitor|untreated.81","TRPM3","ENSG00000083067",127.347162281979,3.13789681565294,0.936370756604924,3.35112645660813,0.00080483540353651,"80036","<= 0.05",2.18614060020636,"Up*",0,1.232811702,0.267,0.183,0,"fibroblast","CNTF_diff_3w - progenitor|untreated",100
"CNTF_diff_3w - progenitor|untreated.82","TRPM3","ENSG00000083067",127.347162281979,3.13789681565294,0.936370756604924,3.35112645660813,0.00080483540353651,"80036","<= 0.05",2.18614060020636,"Up*",0,2.448799914,0.768,0.133,0,"astrocyte","CNTF_diff_3w - progenitor|untreated",100
"CNTF_diff_3w - progenitor|untreated.83","VWF","ENSG00000110799",8.37579679712961,2.94528001285702,1.03765129693658,2.83841018803933,0.00453388766144375,"7450","<= 0.05",1.5562148045741,"Up*",0,2.865679355,0.795,0.018,0,"endothelial","CNTF_diff_3w - progenitor|untreated",100
"CNTF_diff_3w - progenitor|untreated.84","XKR4","ENSG00000206579",146.974414403284,5.38015148189214,1.34866326400899,3.98924744631901,6.62832491378681e-05,"114786","<= 0.05",3.76649685073351,"Up*",0,2.872990191,0.549,0.016,0,"NEU2","CNTF_diff_3w - progenitor|untreated",100
